"Term ID","Term Name","Term Slug",Description,"Parent ID","Parent Name","Parent Slug",Count
7,"Artisanat d’art",artisanat-dart,,,,,
9,"Centres de formation",centres-de-formation,,,,,
10,"Éducation – Formation – E-learning",education-formation-e-learning,,,,,
13,Nettoyage,nettoyage,,,,,
14,"Services à la personne – Aide &amp; Entretien",services-a-la-personne-aide-entretien,,,,,
15,"Décoration et design",decoration-et-design,,,,,
17,"Blog et conseils",blog-et-conseils,,,,,
18,"Affiches personnalisés",affiches-personnalises,,,,,
21,"Magasin de tissus",magasin-de-tissus,,,,,
22,TOLOUSE,tolouse,,,,,
24,"Énergies renouvelables",energies-renouvelables,,,,,
26,"Techniciens photovoltaïques",techniciens-photovoltaiques,,,,,
28,"mise en relation d’aides à domicile pour personnes âgées",mise-en-relation-daides-a-domicile-pour-personnes-agees,,,,,
29,Chambéry,chambery,,,,,
31,"Entreprise de conception des bâtiments",entreprise-de-conception-des-batiments,,,,,
32,"Électricité générale installations électriques domotique",electricite-generale-installations-electriques-domotique,,,,,
34,"Articles sportifs personnalisés",articles-sportifs-personnalises,,,,,
36,"Entreprise générale de bâtiment et rénovation tous corps d’état",entreprise-generale-de-batiment-et-renovation-tous-corps-detat,,,,,
39,"centre de flottaison et relaxation sensorielle",centre-de-flottaison-et-relaxation-sensorielle,,,,,
41,"Laverie automatique blanchisserie pressing",laverie-automatique-blanchisserie-pressing,,,,,
43,"Décorateur d’intérieur",decorateur-dinterieur,,,,,
45,"Conception en architecture",conception-en-architecture,,,,,
46,Forges-les-Bains,forges-les-bains,,,,,
48,"Vente de produits CBD naturels",vente-de-produits-cbd-naturels,,,,,
49,"Centre de diagnostic",centre-de-diagnostic,,,,,
50,MONTPELLIER,montpellier,,,,,
53,"Plateforme de produits ultramarins éthiques et commerce solidaire",plateforme-de-produits-ultramarins-ethiques-et-commerce-solidaire,,,,,
55,"Rénovation générale construction travaux clés en main",renovation-generale-construction-travaux-cles-en-main,,,,,
57,Couvreur,couvreur,,,,,
58,"Diagnostic immobilier &amp; analyses techniques",diagnostic-immobilier-analyses-techniques,,,,,
61,"Service d'installation des fenêtres",service-dinstallation-des-fenetres,,,,,
62,"Service de débarras de maison",service-de-debarras-de-maison,,,,,
63,Saint-priest,saint-priest,,,,,
66,Restaurants,restaurants,,,,,
67,"Restauration – Hôtellerie – Événementiel",restauration-hotellerie-evenementiel,,,,,
68,Marseille,marseille-diagnostic-immobilier-analyses-techniques,,,,,
70,"Créations artisanales personnalisées",creations-artisanales-personnalisees,,,,,
72,"Service de réparation",service-de-reparation,,,,,
73,Peintre,peintre,,,,,
74,"Application multi-services et plateforme de mise en relation",application-multi-services-et-plateforme-de-mise-en-relation,,,,,
76,Blois,blois,,,,,
78,"Expertise en bâtiment pathologies du bâtiment litiges techniques",expertise-en-batiment-pathologies-du-batiment-litiges-techniques,,,,,
79,Architecture,architecture,,,,,
80,Lyon,lyon,,,,,
83,Pizza,pizza,,,,,
85,"Matériaux de construction",materiaux-de-construction,,,,,
86,"Consultant en stratégie digitale",consultant-en-strategie-digitale,,,,,
88,"Marketing digital &amp; communication",marketing-digital-communication,,,,,
89,"Travaux de couverture charpente maçonnerie rénovation générale",travaux-de-couverture-charpente-maconnerie-renovation-generale,,,,,
90,Paris,paris,,,,,
92,Alimentaires,alimentaires,,,,,
93,"Commerce – Vente – E-commerce",commerce-vente-e-commerce,,,,,
95,"Magasins bio",magasins-bio,,,,,
97,Serrurerie,serrurerie,,,,,
98,"LE HAVRE",le-havre,,,,,
100,"Aides à domicile",aides-a-domicile,,,,,
102,"Rénovation énergétique et solutions écologiques",renovation-energetique-et-solutions-ecologiques,,,,,
103,"Créateur de boutique en ligne (Shopify, WooCommerce, PrestaShop)",createur-de-boutique-en-ligne-shopify-woocommerce-prestashop-e-commerce-entrepreneuriat-web,,,,,
104,"E-commerce &amp; entrepreneuriat web",e-commerce-entrepreneuriat-web,,,,,
107,"Magasin de cannabis",magasin-de-cannabis,,,,,
108,"Literie haut de gamme",literie-haut-de-gamme,,,,,
110,"Matériels électriques",materiels-electriques,,,,,
112,"Vente en ligne de vin direct producteur caviste en ligne",vente-en-ligne-de-vin-direct-producteur-caviste-en-ligne,,,,,
113,"Vente de tapis berbères et objets artisanaux",vente-de-tapis-berberes-et-objets-artisanaux,,,,,
114,"Développement &amp; Technologie",developpement-technologie,,,,,
115,"Développeur mobile (iOS, Android)",developpeur-mobile-ios-android-developpement-technologie,,,,,
116,"Développeur web / full-stack",developpeur-web-full-stack-developpement-technologie,,,,,
118,Limoges,limoges,,,,,
120,"Magasin de matériel de cuisine",magasin-de-materiel-de-cuisine,,,,,
122,"caviste spiritueux",caviste-spiritueux,,,,,
124,"Agence de voyages sur-mesure",agence-de-voyages-sur-mesure,,,,,
126,"Vente de vins",vente-de-vins,,,,,
127,"Marque de vêtements et accessoires",marque-de-vetements-et-accessoires,,,,,
130,"Agence de voyages spécialisée Asie du Sud-Est &amp; circuits sur-mesure",agence-de-voyages-specialisee-asie-du-sud-est-circuits-sur-mesure,,,,,
132,"Magasin d’article de fête",magasin-darticle-de-fete,,,,,
133,"Magasin de vêtement pour homme",magasin-de-vetement-pour-homme,,,,,
134,"Édition livres",edition-livres,,,,,
137,plomberie-chauffage-energies-renouvelable,plomberie-chauffage-energies-renouvelable,,,,,
138,Carreleur,carreleur,,,,,
140,"coaching image et séances privées",coaching-image-et-seances-privees,,,,,
143,Charpentier,charpentier,,,,,
145,"Accessoires pour voitures",accessoires-pour-voitures,,,,,
146,Hem,hem,,,,,
147,"Agenda culturel",agenda-culturel,,,,,
148,"Culture – Art – Médias – Création",culture-art-medias-creation,,,,,
150,"Magasin de cigarettes électroniques",magasin-de-cigarettes-electroniques,,,,,
151,"Création lampes artisanales",creation-lampes-artisanales,,,,,
153,"Boutique de cadeaux",boutique-de-cadeaux,,,,,
155,"sites web - référencement - développement digital",sites-web-referencement-developpement-digital,,,,,
156,"La Brède",la-brede,,,,,
158,Chablis,chablis,,,,,
159,"Location de chambre",location-de-chambre,,,,,
160,"Restaurant japonais",restaurant-japonais,,,,,
162,Strasbourg,strasbourg,,,,,
164,"Installation thermique &amp; climatisation",installation-thermique-climatisation,,,,,
165,"Événements &amp; divertissement",evenements-divertissement,,,,,
168,"hébergement touristique en bord de mer",hebergement-touristique-en-bord-de-mer,,,,,
169,Saint-Florent,saint-florent,,,,,
170,"Création de plaques personnalisées",creation-de-plaques-personnalisees,,,,,
171,"Magasin pour bébés puériculture",magasin-pour-bebes-puericulture,,,,,
172,"Formateurs e-learning",formateurs-e-learning,,,,,
174,"studio créatif",studio-creatif,,,,,
175,"Dépannage &amp; installation plomberie",depannage-installation-plomberie,,,,,
177,"Vente de produit canin",vente-de-produit-canin,,,,,
178,"Centre de formation pour adulte",centre-de-formation-pour-adulte,,,,,
179,"Aménagement intérieur",amenagement-interieur,,,,,
181,"Agence de location immobilier",agence-de-location-immobilier,,,,,
183,"Cabinet d’architecture d’interieur",cabinet-darchitecture-dinterieur,,,,,
185,"Services multiservices entretien &amp; rénovation",services-multiservices-entretien-renovation,,,,,
188,"Concepteur de sites web",concepteur-de-sites-web,,,,,
190,LYON,lyon-service-de-nettoyage-et-dentretien-2,,,,,
191,"Service de nettoyage et d’entretien",service-de-nettoyage-et-dentretien,,,,,
193,"Maîtrise d'oeuvre en constuction",maitrise-doeuvre-en-constuction,,,,,
194,"Location de vacances",location-de-vacances,,,,,
195,"Entrepreneur en toiture",entrepreneur-en-toiture,,,,,
196,"Boutique d'objets à collectionner",boutique-dobjets-a-collectionner,,,,,
198,"Création de cadeaux sportifs",creation-de-cadeaux-sportifs,,,,,
199,"Inspecteur Immobilier",inspecteur-immobilier,,,,,
200,"LE PUY EN VELAY",le-puy-en-velay,,,,,
203,"Appartement de vacances",appartement-de-vacances,,,,,
204,IVRY‑SUR‑SEINE,ivry%e2%80%91sur%e2%80%91seine,,,,,
207,"plomberie dépannage",plomberie-depannage,,,,,
208,"Néons personnalisés",neons-personnalises,,,,,
210,"Plâtrerie - isolation thermique et pose de faux plafonds",platrerie-isolation-thermique-et-pose-de-faux-plafonds,,,,,
213,"Déménagements et services associés",demenagements-et-services-associes,,,,,
215,"prise de rendez-vous artisans",prise-de-rendez-vous-artisans,,,,,
216,"vente d’articles de mariage",vente-darticles-de-mariage,,,,,
218,"Création &amp; design",creation-design,,,,,
219,"Webdesigner / UI designer",webdesigner-ui-designer-creation-design,,,,,
220,Dépannage,depannage,,,,,
222,"plomberie chauffage électricité",plomberie-chauffage-electricite,,,,,
224,Plomberie,plomberie,,,,,
225,"Courtage en travaux",courtage-en-travaux,,,,,
226,EZANVILLE,ezanville,,,,,
228,"Société Domotique",societe-domotique,,,,,
230,"Maison de vacances",maison-de-vacances,,,,,
231,Courcouronnes,courcouronnes,,,,,
233,"Service de nettoyage",service-de-nettoyage,,,,,
234,"Magasin de tapis",magasin-de-tapis,,,,,
236,"Agence de location",agence-de-location,,,,,
237,SIX-FOURS-LES-PLAGES,six-fours-les-plages,,,,,
240,"Villa Poncelet",villa-poncelet,,,,,
241,"Centre de formation aux premiers secours",centre-de-formation-aux-premiers-secours,,,,,
242,LASSEUBE,lasseube,,,,,
244,"Designer Web",designer-web,,,,,
245,"Gardien de maison",gardien-de-maison,,,,,
246,VALBONNE,valbonne,,,,,
249,"Articles de mariage",articles-de-mariage,,,,,
252,"Mise en relation artisans",mise-en-relation-artisans,,,,,
254,"Magasin de meubles",magasin-de-meubles,,,,,
255,"Location et décoration événementielle",location-et-decoration-evenementielle,,,,,
257,"Service animalier",service-animalier,,,,,
259,"Conseiller en énergie",conseiller-en-energie,,,,,
261,"Restauration rapide bio",restauration-rapide-bio,,,,,
262,"Innovation pour le linge de lit",innovation-pour-le-linge-de-lit,,,,,
264,Marseille,marseille-centre-de-flottaison-et-relaxation-sensorielle,,,,,
266,"vente en ligne de sandales &amp; mules en cuir",vente-en-ligne-de-sandales-mules-en-cuir,,,,,
267,"Boutique en ligne d’articles vintage – mobilier - décoration et objets rétro restaurés",boutique-en-ligne-darticles-vintage-mobilier-decoration-et-objets-retro-restaures,,,,,
268,Paris,paris-boutique-en-ligne-darticles-vintage-mobilier-decoration-et-objets-retro-restaures-2,,,,,
271,"Rénovation intérieure",renovation-interieure,,,,,
272,"Assistance medicale",assistance-medicale,,,,,
273,"Agence Immobilière",agence-immobiliere,,,,,
274,"Imprimeur d'étiquettes personnalisées",imprimeur-detiquettes-personnalisees,,,,,
276,"Fabrication de matelas haut de gamme",fabrication-de-matelas-haut-de-gamme,,,,,
278,"plomberie chauffage rénovation",plomberie-chauffage-renovation,,,,,
279,"Elevage de canards et de sauvagine",elevage-de-canards-et-de-sauvagine,,,,,
281,Bordeaux,bordeaux,,,,,
283,"makis et poke bowls",makis-et-poke-bowls,,,,,
284,"Boutique d'articles de mode",boutique-darticles-de-mode,,,,,
288,Boulogne-Billancourt,boulogne-billancourt,,,,,
291,"Boutique en ligne de bougies artisanales - senteurs naturelles et accessoires de décoration parfumée",boutique-en-ligne-de-bougies-artisanales-senteurs-naturelles-et-accessoires-de-decoration-parfumee,,,,,
292,Paris,paris-boutique-en-ligne-de-bougies-artisanales-senteurs-naturelles-et-accessoires-de-decoration-parfumee-2,,,,,
294,"Magasin de puériculture",magasin-de-puericulture,,,,,
295,"Revêtement mural",revetement-mural,,,,,
297,"Concepteur en architecture",concepteur-en-architecture,,,,,
298,"produits d’épicerie fine",produits-depicerie-fine,,,,,
300,"Mobilier et décoration haut de gamme",mobilier-et-decoration-haut-de-gamme,,,,,
301,"Plomberie d’urgence",plomberie-durgence,,,,,
302,"service d’éducation et de vocabulaire en ligne",service-deducation-et-de-vocabulaire-en-ligne,,,,,
303,"Fabricant de meubles",fabricant-de-meubles,,,,,
304,"courtier d’assurances pour entreprises &amp; particuliers",courtier-dassurances-pour-entreprises-particuliers,,,,,
307,"Couverture et toiture",couverture-et-toiture,,,,,
309,"Magasin de Jouets",magasin-de-jouets,,,,,
310,"Concept éco-responsable de mobilier et accessoires pour chats en bois naturel",concept-eco-responsable-de-mobilier-et-accessoires-pour-chats-en-bois-naturel,,,,,
311,Nantes,nantes,,,,,
312,"Installation et maintenance de systèmes thermiques et climatiques",installation-et-maintenance-de-systemes-thermiques-et-climatiques,,,,,
315,"Livraison de repas / colis",livraison-de-repas-colis-transport-logistique-livraison,,,,,
316,"Transport – Logistique – Livraison",transport-logistique-livraison,,,,,
317,"Magasin pour enfants",magasin-pour-enfants,,,,,
318,"fabricant de panneaux solaires hybrides",fabricant-de-panneaux-solaires-hybrides,,,,,
321,"Impression et modélisation 3D",impression-et-modelisation-3d,,,,,
324," Rénovation tous corps d’état",renovation-tous-corps-detat,,,,,
325,"Boutique en ligne de soins de la peau - cosmétiques coréens et produits de beauté naturels importés d’Asie",boutique-en-ligne-de-soins-de-la-peau-cosmetiques-coreens-et-produits-de-beaute-naturels-importes-dasie,,,,,
326,Paris,paris-boutique-en-ligne-de-soins-de-la-peau-cosmetiques-coreens-et-produits-de-beaute-naturels-importes-dasie-2,,,,,
329,"Service e-commerce",service-e-commerce,,,,,
330,"Solutions énergie renouvelable",solutions-energie-renouvelable,,,,,
332,"services de nettoyage professionnel",services-de-nettoyage-professionnel,,,,,
334,Menuiserie,menuiserie,,,,,
336,"Atelier de création et d’édition de mobilier contemporain sur mesure - design et ébénisterie haut de gamme",atelier-de-creation-et-dedition-de-mobilier-contemporain-sur-mesure-design-et-ebenisterie-haut-de-gamme,,,,,
337,Clermont-Ferrand,clermont-ferrand,,,,,
343,"Atelier &amp; organisme de formation en création de mobilier en carton et éco-design",atelier-organisme-de-formation-en-creation-de-mobilier-en-carton-et-eco-design,,,,,
344,Limoges,limoges-atelier-organisme-de-formation-en-creation-de-mobilier-en-carton-et-eco-design-2,,,,,
345,"Fabrication et vente de peintures cool roof",fabrication-et-vente-de-peintures-cool-roof,,,,,
349,"Bijoux et montre vintage",bijoux-et-montre-vintage,,,,,
350,"Architecture durable",architecture-durable,,,,,
352,"Bureau d'études techniques",bureau-detudes-techniques,,,,,
356,"conception et vente de conteneurs modulaires",conception-et-vente-de-conteneurs-modulaires,,,,,
358,Graphiste,graphiste,,,,,
359,"conseil en management et transformation digitale",conseil-en-management-et-transformation-digitale,,,,,
361,"Expert immobilier",expert-immobilier,,,,,
363,"Éducation &amp; formation canine",education-formation-canine,,,,,
364,"Commerce en ligne d’apéritifs raffinés",commerce-en-ligne-daperitifs-raffines,,,,,
366,"Atelier français de fabrication de plans de travail en bois massif et mobilier sur mesure",atelier-francais-de-fabrication-de-plans-de-travail-en-bois-massif-et-mobilier-sur-mesure,,,,,
367,Lavaur,lavaur,,,,,
371,"centre de formation en psychologie et bilans de compétences",centre-de-formation-en-psychologie-et-bilans-de-competences,,,,,
372,"Conseil en investissement",conseil-en-investissement,,,,,
373,"Fabricant de produits alimentaires",fabricant-de-produits-alimentaires,,,,,
374,"Atelier de mobilier sur mesure bois &amp; métal - design artisanal (tables",atelier-de-mobilier-sur-mesure-bois-metal-design-artisanal-tables,,,,,
375,Draguignan,draguignan,,,,,
377,"construction-rénovation et gros œuvre du bâtiment",construction-renovation-et-gros-oeuvre-du-batiment,,,,,
379,"Atelier professionnel de fabrication de maquettes architecturales",atelier-professionnel-de-fabrication-de-maquettes-architecturales,,,,,
381,"montage-location et vente d’échafaudages professionnels",montage-location-et-vente-dechafaudages-professionnels,,,,,
384,"Production et négoce de bois de chauffage",production-et-negoce-de-bois-de-chauffage,,,,,
385,"Agents Immobiliers",agents-immobiliers,,,,,
386,"coaching sportif &amp; nutrition",coaching-sportif-nutrition,,,,,
389,"Maison &amp; jardin",maison-jardin,,,,,
390,"E-commerce de canapés - fauteuils et meubles au style scandinave/vintage - fabrication sur commande",e-commerce-de-canapes-fauteuils-et-meubles-au-style-scandinave-vintage-fabrication-sur-commande,,,,,
391,Paris,paris-e-commerce-de-canapes-fauteuils-et-meubles-au-style-scandinave-vintage-fabrication-sur-commande-2,,,,,
393,Agriculteurs,agriculteurs,,,,,
395,"Épicerie fine &amp; cave",epicerie-fine-cave,,,,,
397,"chaussons en cuir recyclé bien-être",chaussons-en-cuir-recycle-bien-etre,,,,,
398,"Architecte et agence d’architecture",architecte-et-agence-darchitecture,,,,,
399,"Service SEO",service-seo,,,,,
400,Carcassonne,carcassonne,,,,,
402,"Fabricant français de kits d’aménagement modulaires et amovibles pour vans et fourgons",fabricant-francais-de-kits-damenagement-modulaires-et-amovibles-pour-vans-et-fourgons,,,,,
404,"Ingénierie en génie civil et ouvrages d’art",ingenierie-en-genie-civil-et-ouvrages-dart,,,,,
405,"Consultant immobilier",consultant-immobilier,,,,,
407,"plomberie et volets",plomberie-et-volets,,,,,
409,Conciergerie,conciergerie,,,,,
410,"gestion locative",gestion-locative,,,,,
412,"Stand de marché ambulant",stand-de-marche-ambulant,,,,,
413,"Créateur français de poufs - assises et décorations écoresponsables fabriquées à partir de matériaux recyclés (toiles de montgolfière - tissus upcyclés",createur-francais-de-poufs-assises-et-decorations-ecoresponsables-fabriquees-a-partir-de-materiaux-recycles-toiles-de-montgolfiere-tissus-upcycles,,,,,
414,Paris,paris-createur-francais-de-poufs-assises-et-decorations-ecoresponsables-fabriquees-a-partir-de-materiaux-recycles-toiles-de-montgolfiere-tissus-upcycles-2,,,,,
416,"Entreprise de Logiciels",entreprise-de-logiciels,,,,,
417,"construction et conception de maisons ossature bois",construction-et-conception-de-maisons-ossature-bois,,,,,
419,"Configurateur français de meubles sur mesure livrés en kit - fabrication écoresponsable",configurateur-francais-de-meubles-sur-mesure-livres-en-kit-fabrication-ecoresponsable,,,,,
420,"La Roche-sur-Yon",la-roche-sur-yon,,,,,
422,Paris,paris-specialiste-francais-de-fauteuils-de-massage-et-equipements-de-relaxation-haut-de-gamme-2,,,,,
424,"Spécialiste français de fauteuils de massage et équipements de relaxation haut de gamme",specialiste-francais-de-fauteuils-de-massage-et-equipements-de-relaxation-haut-de-gamme,,,,,
425,Maçon,macon-2,,,,,
427,"Consultant en environnement",consultant-en-environnement,,,,,
428,"Fabricant français de pegboards - accessoires muraux modulaires et rangements design sur mesure",fabricant-francais-de-pegboards-accessoires-muraux-modulaires-et-rangements-design-sur-mesure,,,,,
429,Paris,paris-fabricant-francais-de-pegboards-accessoires-muraux-modulaires-et-rangements-design-sur-mesure-2,,,,,
432,"Peausserie et décoration",peausserie-et-decoration,,,,,
434,"Fabricant français de façades personnalisées pour meubles IKEA et Leroy Merlin - design haut de gamme et sur mesure",fabricant-francais-de-facades-personnalisees-pour-meubles-ikea-et-leroy-merlin-design-haut-de-gamme-et-sur-mesure,,,,,
435,Paris,paris-fabricant-francais-de-facades-personnalisees-pour-meubles-ikea-et-leroy-merlin-design-haut-de-gamme-et-sur-mesure-2,,,,,
436,Boulogne-Billancourt,boulogne-billancourt-diagnostic-immobilier-analyses-techniques,,,,,
437,"Mode éthique et créateurs émergents",mode-ethique-et-createurs-emergents,,,,,
439,"Dératisation et désinfection",deratisation-et-desinfection,,,,,
440,"Éditeur français de canapés - fauteuils et assises design fabriquées en Europe",editeur-francais-de-canapes-fauteuils-et-assises-design-fabriquees-en-europe,,,,,
441,Paris,paris-editeur-francais-de-canapes-fauteuils-et-assises-design-fabriquees-en-europe-2,,,,,
443,"Agence de communication digitale",agence-de-communication-digitale,,,,,
444,"Atelier français d’ébénisterie et d’aménagement bois sur mesure - restauration et conception artisanale",atelier-francais-debenisterie-et-damenagement-bois-sur-mesure-restauration-et-conception-artisanale,,,,,
445,Lavoux,lavoux,,,,,
448,Lyon,lyon-specialiste-francais-de-meubles-gain-de-place-et-darmoires-lits-escamotables-sur-mesure-2,,,,,
450,"Spécialiste français de meubles gain de place et d’armoires-lits escamotables sur mesure",specialiste-francais-de-meubles-gain-de-place-et-darmoires-lits-escamotables-sur-mesure,,,,,
451,"Artisan chocolatier",artisan-chocolatier,,,,,
452,"Dépannage serrurerie",depannage-serrurerie,,,,,
453,"création de sites web &amp; solutions de visibilité digitale",creation-de-sites-web-solutions-de-visibilite-digitale,,,,,
454,"entretien et aménagement paysager",entretien-et-amenagement-paysager,,,,,
457,"Dépôt-vente de luxe",depot-vente-de-luxe,,,,,
458,chauffage,chauffage,,,,,
461,"Décoration et design maison-mirbel-marseille",decoration-et-design-maison-mirbel-marseille,,,,,
463,"Tapis berbères artisanaux",tapis-berberes-artisanaux,,,,,
464,"location de matériel de réception &amp; événementiel",location-de-materiel-de-reception-evenementiel,,,,,
466,Menuisier,menuisier,,,,,
467,"Bijoux et accessoires",bijoux-et-accessoires,,,,,
468,"Agence de marketing",agence-de-marketing,,,,,
470,"vente en ligne et boutique / extensions de cheveux",vente-en-ligne-et-boutique-extensions-de-cheveux,,,,,
472,"bijouterie &amp; horlogerie artisanale",bijouterie-horlogerie-artisanale,,,,,
473,"Groupement coopératif d’enseignes d’ameublement et de décoration - services aux adhérents et développement de réseaux",groupement-cooperatif-denseignes-dameublement-et-de-decoration-services-aux-adherents-et-developpement-de-reseaux,,,,,
474,Paris,paris-groupement-cooperatif-denseignes-dameublement-et-de-decoration-services-aux-adherents-et-developpement-de-reseaux-2,,,,,
475,Torréfacteurs,torrefacteurs,,,,,
477,"Service de dessin industriel",service-de-dessin-industriel,,,,,
478,"Rénovation multiservices",renovation-multiservices,,,,,
480,"magasin d’articles de sports",magasin-darticles-de-sports,,,,,
481,"Aire de retauration",aire-de-retauration,,,,,
482,"Rénovation et aménagement",renovation-et-amenagement,,,,,
485,"vente de cadeaux personnalisables et mercerie créative",vente-de-cadeaux-personnalisables-et-mercerie-creative,,,,,
486,Amiens,amiens-3,,,,,
487,"Saint-Jean-de-Védas (Hérault)",saint-jean-de-vedas-herault,,,,,
489,"Spécialiste en mobilier marocain - mosaïque zellige - fer forgé et décoration artisanale",specialiste-en-mobilier-marocain-mosaique-zellige-fer-forge-et-decoration-artisanale,,,,,
490,"vente et rénovation clé en main de biens immobiliers",vente-et-renovation-cle-en-main-de-biens-immobiliers,,,,,
491,"rénovation-maçonnerie-second œuvre",renovation-maconnerie-second-oeuvre,,,,,
492,"Agence immobilière et expertise en transaction immobilière",agence-immobiliere-et-expertise-en-transaction-immobiliere,,,,,
494,"Centre de bien-être",centre-de-bien-etre,,,,,
498,"Magasin d'épices",magasin-depices,,,,,
499,"bijouterie en ligne / vente de bijoux et accessoires",bijouterie-en-ligne-vente-de-bijoux-et-accessoires,,,,,
500,Marseille,marseille-bijouterie-horlogerie-artisanale,,,,,
503,"Entreprise de cosmétique",entreprise-de-cosmetique,,,,,
504,"conception-fabrication-vente de chalets en bois",conception-fabrication-vente-de-chalets-en-bois,,,,,
507,"produits CBD &amp; bien-être",produits-cbd-bien-etre,,,,,
509,"Production Agricole",production-agricole,,,,,
511,"communication et solutions audiovisuelles professionnelles",communication-et-solutions-audiovisuelles-professionnelles-2,,,,,
512,ingénierie,ingenierie,,,,,
513,Paris,paris-agence-de-communication-digitale-2,,,,,
514,"produits à base de CBD et chanvre",produits-a-base-de-cbd-et-chanvre,,,,,
515,"Magasin bio",magasin-bio,,,,,
516,"Constructeur de maisons individuelles",constructeur-de-maisons-individuelles,,,,,
517,Suresnes,suresnes,,,,,
519,Conserverie,conserverie,,,,,
522,"magasin de produits CBD et chanvre",magasin-de-produits-cbd-et-chanvre,,,,,
524,"Travaux publics",travaux-publics,,,,,
528,"Vente cartes et jeux pokémon",vente-cartes-et-jeux-pokemon,,,,,
529,"Conseiller financier",conseiller-financier,,,,,
530,"Boutique de café",boutique-de-cafe,,,,,
532,"Le Morne-Vert",le-morne-vert,,,,,
534,"Magasin d'outillage",magasin-doutillage,,,,,
535,"Débarras &amp; vide-logements",debarras-vide-logements,,,,,
536,Charcuterie,charcuterie,,,,,
539,Serrurier,serrurier,,,,,
541,"Métallerie sur mesure",metallerie-sur-mesure,,,,,
542,"Aliments boissons et tabacs",aliments-boissons-et-tabacs,,,,,
543,PARIS,paris-plateforme-de-collaboration-en-ligne-2,,,,,
545,"Plateforme de collaboration en ligne",plateforme-de-collaboration-en-ligne,,,,,
547,"Service d’extermination de nuisibles",service-dextermination-de-nuisibles,,,,,
548,"Objets pratiques maison",objets-pratiques-maison,,,,,
549,"Magasin de Cannabis",magasin-de-cannabis-2,,,,,
550,"magasin de vêtements engagés &amp; mode éthique",magasin-de-vetements-engages-mode-ethique,,,,,
552,"achat et revente immobilière en ligne",achat-et-revente-immobiliere-en-ligne,,,,,
553,Frigoriste,frigoriste,,,,,
556,"Vente de miel",vente-de-miel,,,,,
557,"Restaurant asiatique et sushis",restaurant-asiatique-et-sushis,,,,,
558,"magasin de vêtements &amp; articles en cachemire",magasin-de-vetements-articles-en-cachemire,,,,,
559,"Location gîte touristique",location-gite-touristique,,,,,
562,Chauffagiste,chauffagiste,,,,,
563,"Solutions et équipement énergétiques",solutions-et-equipement-energetiques,,,,,
564,"Magasin de thé",magasin-de-the,,,,,
565,"Dessinateur industriel indépendant",dessinateur-industriel-independant,,,,,
567,Marseille,marseille-magasin-de-produits-cbd-et-chanvre-2,,,,,
568,"service SEO / netlinking et relations presse digitales",service-seo-netlinking-et-relations-presse-digitales,,,,,
569,"Consultant en informatique",consultant-en-informatique,,,,,
570,"Design d'intérieur",design-dinterieur,,,,,
571,"Fournisseur de chauffage",fournisseur-de-chauffage,,,,,
572,Saint-Maurice-Montcouronne,saint-maurice-montcouronne,,,,,
574,"Plaquiste - Isolation RGE en Gironde",plaquiste-isolation-rge-en-gironde,,,,,
577,"Services de rénovation énergétique et aménagements intérieurs/exterieurs",services-de-renovation-energetique-et-amenagements-interieurs-exterieurs,,,,,
579,"Magasin de canabis",magasin-de-canabis,,,,,
581,"Pose de carrelage grand format",pose-de-carrelage-grand-format,,,,,
582,"dépannage &amp; installation en plomberie et chauffage",depannage-installation-en-plomberie-et-chauffage,,,,,
583,"Magasin de télévisions",magasin-de-televisions,,,,,
584,"Soins capillaires sensoriels",soins-capillaires-sensoriels,,,,,
585,"Magasin de décor et de design intérieurs",magasin-de-decor-et-de-design-interieurs,,,,,
586,"Agence spécialisée en numérisation 3D",agence-specialisee-en-numerisation-3d,,,,,
588,Marseille,marseille-service-seo-netlinking-et-relations-presse-digitales-2,,,,,
589,PARIS,paris-service-de-nettoyage-3,,,,,
591,Vitrier,vitrier,,,,,
593,"Service d’impression 3D personnalisée et objets artisanaux pop culture",service-dimpression-3d-personnalisee-et-objets-artisanaux-pop-culture,,,,,
595,"Magasin de vitamines et de compléments alimentaires",magasin-de-vitamines-et-de-complements-alimentaires,,,,,
598,"magasin de vêtements mode urbaine / jeans &amp; accessoires",magasin-de-vetements-mode-urbaine-jeans-accessoires,,,,,
600,"Fabrication de chalets et maisons bois sur-mesure",fabrication-de-chalets-et-maisons-bois-sur-mesure,,,,,
602,Aulnay-sur-Mauldre,aulnay-sur-mauldre,,,,,
604,"Magasin d'informatique",magasin-dinformatique,,,,,
605,Confiserie,confiserie,,,,,
607,paris,paris-magasin-de-cannabis-2,,,,,
608,"Cabinet d’architecture et maîtrise d’œuvre",cabinet-darchitecture-et-maitrise-doeuvre,,,,,
609,"magasin de vêtements streetwear urbain",magasin-de-vetements-streetwear-urbain,,,,,
610,"Accessoires et décoration pour la maison",accessoires-et-decoration-pour-la-maison,,,,,
612,"Conception et développement de sites web",conception-et-developpement-de-sites-web,,,,,
613,Cannes,cannes,,,,,
615,"Magasin de matériel pour clôtures",magasin-de-materiel-pour-clotures,,,,,
617,"métallerie et conception sur mesure en acier",metallerie-et-conception-sur-mesure-en-acier,,,,,
618,"Mise en relation avec bureaux d’études géotechniques",mise-en-relation-avec-bureaux-detudes-geotechniques,,,,,
620,"Magasin de vins et spiritueux",magasin-de-vins-et-spiritueux,,,,,
